trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,,,,
55,0,55,0,10,153.2381759,153.2381759,0.074179,0.351428571,0.105714286,1,0,0,2.5372467,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
56,0,56,0,10,155.8712753,155.8712753,0.0847461,0.377142857,0.297142857,1,0,0,4.0169993,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
57,0,57,0,10,159.986143,159.986143,0.0838664,0.378571429,-0.408571429,1,0,0,3.0170405,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
59,0,59,0,10,164.9680352,164.9680352,0.0765593,0.367142857,0.3,1,0,0,3.2609592,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
61,0,61,0,10,170.9994299,170.9994299,0.0985739,0.322857143,-0.171428571,1,0,0,2.8586101,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
64,0,64,0,10,181.0960384,181.0960384,0.1210437,-0.002857143,-0.365714286,1,0,0,3.7812694,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
71,0,71,0,10,201.8058813,201.8058813,0.093203,0.405714286,-0.367142857,1,0,0,2.7270121,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
72,0,72,0,10,204.6231474,204.6231474,0.0767236,0.175714286,-0.314285714,1,0,0,2.7620513,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
73,0,73,0,10,207.4871597,207.4871597,0.0906362,-0.027142857,0.104285714,1,0,0,2.5121343,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
74,0,74,0,10,210.1028321,210.1028321,0.0889351,0.194285714,-0.048571429,1,0,0,1.5985601,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
76,0,76,0,10,214.6863968,214.6863968,0.0874933,-0.228571429,-0.302857143,1,0,0,2.0857877,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
78,0,78,0,10,222.265401,222.265401,0.0904367,0.365714286,-0.358571429,1,0,0,2.2951617,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
79,0,79,0,10,224.6997793,224.6997793,0.0636,-0.235714286,-0.122857143,1,0,0,2.5407346,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
80,0,80,0,10,227.2802983,227.2802983,0.0901453,0.372857143,0.027142857,1,0,0,3.3640876,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
82,0,82,0,10,234.3109374,234.3109374,0.0885228,-0.458571429,0.02,1,0,0,2.5655512,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
83,0,83,0,10,236.9951004,236.9951004,0.1029906,0.147142857,-0.072857143,1,0,0,3.3514079,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
86,0,86,0,10,245.157021,245.157021,0.0833583,0.024285714,-0.101428571,1,0,0,2.4869288,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
88,0,88,0,10,249.3389864,249.3389864,0.0932819,-0.3,-0.418571429,1,0,0,3.5578841,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
89,0,89,0,10,252.9884559,252.9884559,0.0820622,0.301428571,0.474285714,1,0,0,4.0552778,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
91,0,91,0,10,260.4213197,260.4213197,0.0843008,-0.205714286,0.077142857,1,0,0,1.5034256,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
92,0,92,0,10,262.0534753,262.0534753,0.0733266,0.074285714,0.214285714,1,0,0,1.8981341,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
95,0,95,0,10,269.9678632,269.9678632,0.1615275,0.154285714,-0.282857143,1,0,0,4.7109437,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
96,0,96,0,10,274.7473817,274.7473817,0.0880359,0.304285714,0.37,1,0,0,4.9953606,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
98,0,98,0,10,282.7448148,282.7448148,0.0895623,0.387142857,0.174285714,1,0,0,2.3283408,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
99,0,99,0,10,285.1603783,285.1603783,0.0838112,-0.325714286,-0.468571429,1,0,0,4.8034328,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
103,0,103,0,10,296.0904502,296.0904502,0.0934098,0.474285714,0.175714286,1,0,0,5.5768831,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
106,0,106,0,10,305.753705,305.753705,0.0744136,-0.184285714,-0.322857143,1,0,0,2.344023,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
110,0,110,0,10,314.4691096,314.4691096,0.0761423,0.21,0.347142857,1,0,0,2.7585957,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
115,0,115,0,10,325.5134549,325.5134549,0.0798832,-0.298571429,-0.368571429,1,0,0,1.790845,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
116,0,116,0,10,327.4128957,327.4128957,0.0925291,-0.025714286,-0.045714286,1,0,0,2.2646514,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
119,0,119,0,10,334.8106915,334.8106915,0.0905507,-0.41,-0.012857143,1,0,0,1.8478348,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
121,0,121,0,10,338.8093383,338.8093383,0.0895903,0.047142857,-0.09,1,0,0,1.7313638,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
122,0,122,0,10,340.6441093,340.6441093,0.091738,0.347142857,-0.438571429,1,0,0,3.7621073,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
123,0,123,0,10,344.5089473,344.5089473,0.0902752,0.162857143,-0.124285714,1,0,0,1.7812302,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
125,0,125,0,10,348.3226912,348.3226912,0.0843554,-0.054285714,0.271428571,1,0,0,3.6021903,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
126,0,126,0,10,352.0379785,352.0379785,0.0970206,-0.4,0.238571429,1,0,0,1.7077789,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
131,0,131,0,10,363.6513002,363.6513002,0.0890112,-0.107142857,-0.308571429,1,0,0,3.7825643,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
133,0,133,0,10,371.2834123,371.2834123,0.0893161,0.457142857,-0.12,1,0,0,3.8463841,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
134,0,134,0,10,375.2132493,375.2132493,0.0790356,0.244285714,0.362857143,1,0,0,2.7271551,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
135,0,135,0,10,378.0454309,378.0454309,0.0905373,-0.507142857,-0.16,1,0,0,2.5284385,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
136,0,136,0,10,380.6778084,380.6778084,0.0955759,-0.325714286,-0.395714286,1,0,0,3.408771,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
137,0,137,0,10,384.1768628,384.1768628,0.0796189,0.228571429,-0.277142857,1,0,0,3.2103424,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
138,0,138,0,10,387.5433109,387.5433109,0.1236708,-0.455714286,-0.204285714,1,0,0,4.4436648,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
139,0,139,0,10,392.1083647,392.1083647,0.1194682,0.007142857,-0.405714286,1,0,0,3.1850062,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
140,0,140,0,10,395.3916733,395.3916733,0.0852253,0.068571429,0.058571429,1,0,0,2.5526167,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
148,0,148,0,10,415.9331897,415.9331897,0.082852,-0.284285714,-0.297142857,1,0,0,2.6846018,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
149,0,149,0,10,418.6989219,418.6989219,0.0828998,0.444285714,0.282857143,1,0,0,2.6038043,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
150,0,150,0,10,421.3831532,421.3831532,0.0651867,-0.385714286,-0.297142857,1,0,0,2.7588462,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
151,0,151,0,10,424.2472358,424.2472358,0.0803935,0.075714286,0.338571429,1,0,0,2.3702699,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
154,0,154,0,10,431.8612344,431.8612344,0.097913,0.052857143,-0.448571429,1,0,0,2.4082428,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
155,0,155,0,10,434.3619624,434.3619624,0.0861791,0.468571429,-0.198571429,1,0,0,1.3846511,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
156,0,156,0,10,435.8599876,435.8599876,0.0940807,-0.051428571,-0.351428571,1,0,0,2.4745022,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
157,0,157,0,10,438.4257001,438.4257001,0.0871207,-0.414285714,0.422857143,1,0,0,1.8692679,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
158,0,158,0,10,440.3750694,440.3750694,0.0742442,0.144285714,0.01,1,0,0,2.4802262,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
160,0,160,0,10,445.0736693,445.0736693,0.0834259,0.262857143,0.197142857,1,0,0,3.5675841,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
161,0,161,0,10,448.7384529,448.7384529,0.0908971,-0.364285714,-0.241428571,1,0,0,2.7953863,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
162,0,162,0,10,451.6541066,451.6541066,0.1037261,-0.438571429,0.355714286,1,0,0,2.1825585,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
163,0,163,0,10,453.9542136,453.9542136,0.0996622,-0.238571429,0.471428571,1,0,0,2.3722682,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
166,0,166,0,10,461.8179101,461.8179101,0.0880465,-0.387142857,0.07,1,0,0,2.8493195,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
167,0,167,0,10,464.7664634,464.7664634,0.0906911,0.315714286,0.48,1,0,0,3.4473223,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
173,0,173,0,10,480.9947376,480.9947376,0.0906882,-0.235714286,-0.427142857,1,0,0,2.147239,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
174,0,174,0,10,483.2100187,483.2100187,0.059078,-0.252857143,-0.088571429,1,0,0,3.1092727,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
175,0,175,0,10,486.4095931,486.4095931,0.0780744,0.427142857,-0.472857143,1,0,0,3.1488163,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
176,0,176,0,10,489.6755589,489.6755589,0.1010693,0.288571429,-0.067142857,1,0,0,2.0201779,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
180,0,180,0,10,498.4216839,498.4216839,0.074128,0.115714286,-0.197142857,1,0,0,3.0428496,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
181,0,181,0,10,501.5561508,501.5561508,0.0697153,0.085714286,0.462857143,1,0,0,4.617689,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
182,0,182,0,10,506.2538777,506.2538777,0.0688972,-0.1,-0.277142857,1,0,0,2.6174305,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
183,0,183,0,10,508.9348414,508.9348414,0.0645305,0.054285714,0.218571429,1,0,0,2.7894794,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
185,0,185,0,10,513.6186798,513.6186798,0.0895383,0.272857143,-0.012857143,1,0,0,1.9452512,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
190,0,190,0,10,524.6132326,524.6132326,0.0861494,-0.334285714,0.411428571,1,0,0,2.4348425,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
192,0,192,0,10,529.7464089,529.7464089,0.0600151,-0.258571429,0.037142857,1,0,0,1.3115124,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
195,0,195,0,10,534.9764527,534.9764527,0.0835577,-0.284285714,0.41,1,0,0,5.018781,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
196,0,196,0,10,540.1081876,540.1081876,0.0899467,0.464285714,0.404285714,1,0,0,4.2309639,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
197,0,197,0,10,544.4228928,544.4228928,0.081155,0.434285714,-0.46,1,0,0,3.4074197,  'target'  ,56194,1,2023-09-28_11h53.48.205,Tutorial_3,2023.1.3,59.93953299,,,,
